pid,label,order,layout,collection,thumbnail,full,manifest
edmonton,Edmonton 1913 Map,0,iiif-image-page,my_coll,"/img/derivatives/iiif/images/edmonton/full/250,/0/default.jpg","/img/derivatives/iiif/images/edmonton/full/1140,/0/default.jpg",/img/derivatives/iiif/edmonton/manifest.json
